Date,Electric,Humidity,Temperature,CO2_Concentration,Boiler_Setpoint,Ventilation_Setpoint
2023-01-01,87.45401188473625,37.405317153544786,20.61705683735906,636.351497104449,70.71995878283593,2.5745420811097683
2023-01-02,145.07143064099162,51.67603789513433,20.469787990719997,698.3406985956861,73.05432329299987,2.8937426375000856
2023-01-03,123.1993941811405,64.91783343505634,27.062545805210366,425.2339493962495,72.60160929790159,4.418189572808721
2023-01-04,109.86584841970367,59.28899545638245,20.49546199849506,612.4370498034995,66.53899904693773,2.3600175442395686
2023-01-05,65.60186404424365,62.26244591445799,20.71949726128631,585.8729915718743,66.49249469741474,4.478598739248685
2023-01-06,65.59945203362027,56.35133466842869,25.593982624179638,716.4151883941356,67.68174367744913,1.352537723906766
2023-01-07,55.80836121681995,57.6910625807141,22.4973984245054,753.0435302406303,68.61074726341037,4.107193748834523
2023-01-08,136.6176145774935,63.96782606261277,25.767105569551813,306.0783857386934,69.08455581408482,4.390190532218945
2023-01-09,110.11150117432088,39.986720354367435,18.653661575643852,637.0099595293964,71.79697216833345,1.727270611349355
2023-01-10,120.80725777960456,49.576998545725615,22.875711936733843,325.9178995598645,65.56680432165835,2.7213861294888018
2023-01-11,52.05844942958024,38.84837767278409,18.336136001832827,574.429332538678,65.34672704226067,1.6619990986546225
2023-01-12,146.99098521619942,69.50672031986588,18.626532034553545,443.8163645218391,68.91910562943909,3.826416515976871
2023-01-13,133.24426408004217,67.76237358746454,27.06437453344411,453.3882997610706,71.9716369213798,3.141391072246627
2023-01-14,71.23391106782762,31.577072454740236,19.392453711175953,476.4792517261783,66.93435342956482,3.541293386833284
2023-01-15,68.18249672071006,58.22300690062754,23.32420682275217,610.6462245248051,71.41504481256251,1.7859478678248446
2023-01-16,68.34045098534338,67.00993269662663,22.110956026007067,467.0249828343846,67.59828137940299,1.846983448209678
2023-01-17,80.42422429595376,37.223013805093345,21.473433262588426,666.3495252951402,73.86086108813517,1.1659893020396255
2023-01-18,102.4756431632238,52.717809222105174,26.998333456872725,502.2636927869348,73.95689944266617,2.288270140782919
2023-01-19,93.19450186421157,66.61953190352168,18.218233967754895,334.1766001549793,67.97287204281326,3.2389786453347
2023-01-20,79.1229140198042,31.357839143431953,24.63789686175589,691.8799212420536,67.29993753963241,4.431739655989315
2023-01-21,111.18528947223794,57.8968106898736,27.633944342135504,442.879162296353,69.11303972066231,3.667709789834723
2023-01-22,63.94938606520418,41.89396029490203,23.601681834618418,516.3834397996313,67.40531585180149,2.7415852935990057
2023-01-23,79.21446485352182,66.97584781506121,27.36822462033092,642.7219416109508,71.72383843291703,4.812480457576552
2023-01-24,86.63618432936917,68.84232980661471,18.522578792860237,466.228078574356,73.26064684548285,3.8769808023033274
2023-01-25,95.6069984217036,67.77065956453735,22.187933190741614,328.2928280733578,71.73092130911218,4.7206608114502
2023-01-26,128.51759613930136,48.96856866629855,20.601577909620513,486.9605235064068,73.2435044724935,3.1103518930886627
2023-01-27,69.96737821583598,64.48170603957254,25.308209649807296,772.2242913471517,68.96992162207474,2.0356170991725584
2023-01-28,101.42344384136116,63.78197594140281,27.812970904972467,620.8671986492791,66.5631697070886,1.211306745458888
2023-01-29,109.24145688620425,42.76401892973023,20.56530062444248,635.7395743336035,72.37950947397592,3.904339405935402
2023-01-30,54.64504127199977,63.1566189660271,24.541746014740745,616.1410768188199,68.60474505141553,1.4852119920221365
2023-01-31,110.75448519014384,31.480305388619705,19.9809763275974,399.4960694797184,71.71270825229132,2.2111005130878687
2023-02-01,67.05241236872915,53.85079513928212,23.653302545716098,509.16693205114007,67.70643941981766,3.1298836315355896
2023-02-02,56.50515929852795,39.200353491508125,22.639324866883364,675.4698991816591,65.81229634806672,3.2576663511189907
2023-02-03,144.88855372533334,34.822675431091156,27.72005329631537,350.6864487765796,74.92581795487763,3.402332787948544
2023-02-04,146.56320330745592,33.078128065168364,24.085272726964668,438.92638804485614,66.562015079306,1.6650213213988025
2023-02-05,130.8397348116461,57.85155103512559,21.49506372086819,438.1595542329268,74.88420993963481,2.518949619286595
2023-02-06,80.46137691733708,43.59499855072265,19.140957848879335,516.009463797253,74.77279932566447,3.468776908467867
2023-02-07,59.76721140063839,58.99067086115046,19.512468287349346,790.1843704710925,72.93818103908039,4.8792754585351386
2023-02-08,118.42330265121569,32.614253631957695,20.25316929951235,333.751273341911,71.59422962081997,3.9105245507987547
2023-02-09,94.01524937396013,42.61161351322441,20.50966661340298,559.3504971902976,70.77807050251084,4.690415028375831
2023-02-10,62.20382348447788,51.57965169501349,26.50616057841138,389.6823410061052,73.66101545377835,4.048848233256708
2023-02-11,99.51769101112703,61.628926593558546,23.61222788282525,785.338272704872,67.89439521619488,3.3668678755696018
2023-02-12,53.43885211152184,42.7501001172828,23.233909113743664,356.6517523637321,69.67681212484877,1.7680934765453782
2023-02-13,140.9320402078782,55.03565505748036,19.147688718692173,501.80050118079566,71.19389969366502,3.666742607570052
2023-02-14,75.8779981600017,65.43910992944748,26.60139693349435,668.9424924173031,69.1119047586949,3.4935182638396283
2023-02-15,116.2522284353982,54.63452752729218,25.228143032084837,652.2772140137226,69.27486454090268,3.409876681829066
2023-02-16,81.1711076089411,39.31837899014535,18.676683619000016,511.36431844696614,68.30284667502085,2.959143471952963
2023-02-17,102.00680211778108,30.97603126226152,25.078350972297685,473.2620839763591,70.64231816684536,3.1146264159571024
2023-02-18,104.67102793432797,64.80395495603719,23.43538217342646,498.80618927643525,73.50574528015116,2.3377701084724163
2023-02-19,68.4854455525527,30.850776434015486,18.817253457467782,432.13813157931963,67.01528378006313,3.0772507705692127
2023-02-20,146.95846277645586,64.98806690736798,22.583006415286565,402.6664693533999,74.34433038753441,1.790223622713913
2023-02-21,127.51328233611146,51.157485361088476,22.84696287130047,541.519848779445,71.8908765374823,4.220697589441507
2023-02-22,143.9498941564189,67.56270794051585,19.65774540163276,434.26687803380366,73.2327321268003,1.7431078187948312
2023-02-23,139.4827350427649,61.951329430946615,27.456981470002823,443.73083244862505,70.56190692630011,1.3398651595578657
2023-02-24,109.78999788110852,69.9173644213335,26.49975371480662,628.3780317372785,72.79516701424063,2.7449841054286295
2023-02-25,142.18742350231167,44.028472618068406,24.690223373291083,784.268665849946,65.16200397339468,3.6332297580242474
2023-02-26,58.84925020519195,60.68753155724508,22.622955610006073,601.8186002796875,73.18380424779535,2.7508672997341654
2023-02-27,69.59828624191452,46.07723654436968,22.117655415845086,338.4897335324831,65.40138859085367,2.1070165278052344
2023-02-28,54.52272889105381,49.195024812156355,24.50973467150954,337.79180692703346,73.89913376362863,3.232684735561763
2023-03-01,82.53303307632643,55.1002185287348,23.454318694069055,775.711610422783,74.91962747238644,2.3880093416487997
2023-03-02,88.8677289689482,64.94708456745354,18.622731058818857,448.6453951536668,67.94067462176778,4.731470760506532
2023-03-03,77.13490317738959,69.36333876797181,23.125026487703316,346.0334930412377,67.10318556285793,4.690580558414288
2023-03-04,132.87375091519294,60.73093655458073,26.064036172328393,599.5222935751908,72.6536336385804,3.009487279888382
2023-03-05,85.67533266935894,46.710671286693355,22.59239877596958,611.8243891451331,67.53026340920253,2.311535976073034
2023-03-06,78.09345096873807,46.854280091082806,18.519565775542684,624.2524100593441,73.65562383172204,3.9485296558265564
2023-03-07,104.26960831582485,59.50329206355566,25.86278199384033,433.70101392877064,66.02842592157477,1.1468517739322666
2023-03-08,64.09242249747626,39.55108583073209,20.013637821359744,307.5553421072375,66.25955196379358,2.899076024174605
2023-03-09,130.21969807540398,34.41896452525579,20.586208348880387,782.507684727236,74.79151555100616,2.345293577081334
2023-03-10,57.45506436797708,44.18488630563106,19.64706353432296,425.44652284555127,71.73838898270004,4.682143540410219
2023-03-11,148.68869366005174,41.489559666163274,21.302150648714974,638.0131440262737,73.46887224428953,1.0480121090907302
2023-03-12,127.22447692966574,41.8523248182396,25.56751505688635,653.3149349393548,68.24329377351518,3.2112595028733963
2023-03-13,69.87156815341724,39.344310041996394,23.193858595039373,605.0037085397428,71.76483749520604,3.962654324266504
2023-03-14,50.55221171236024,31.683727585454477,20.048812741507128,456.4536971068241,70.94241827308598,2.940071950096165
2023-03-15,131.54614284548342,30.714957389336554,26.778300781520407,435.5481268820329,71.03150120122947,1.3416121206508866
2023-03-16,120.68573438476172,69.50889558944127,26.795818549515293,598.8341413513515,71.82532459537721,4.889845560111609
2023-03-17,122.90071680409874,47.110925349434496,26.70578425046007,733.0478168058457,70.75359173129098,3.0720417255043917
2023-03-18,127.12703466859458,45.373065886387266,20.38796211381539,773.3668644616978,69.29062369302666,3.4567449772760455
2023-03-19,57.40446517340904,57.1858913077228,22.51239344180988,352.9529022018788,67.75922694380547,1.9464391308300293
2023-03-20,85.84657285442725,38.730155514602565,27.84989656140875,377.4143062988599,72.68581330913202,2.9339923404272152
2023-03-21,61.58690595251297,67.99844735800902,25.720124763099903,772.3681293915398,67.26272430003186,2.7165979678332874
2023-03-22,136.31034258755935,61.453800576622086,18.271674212255597,668.2676141673962,71.92354306154414,1.299583368007935
2023-03-23,112.3298126827558,33.57644009249038,18.65204591260492,741.4969124148865,67.33332822649326,1.424641414189869
2023-03-24,83.08980248526493,46.70323103139714,22.63931376812333,401.31631706767155,71.25330169954454,4.349890078475099
2023-03-25,56.355835028602364,65.16473230248658,27.0922020586156,593.792935554701,72.4707826712903,1.959279808826361
2023-03-26,81.09823217156622,67.7892808916564,23.387017979527144,650.5697972087369,67.1871388890654,1.7798330859945222
2023-03-27,82.51833220267471,48.69606044999479,22.978125080342902,640.0559427234864,65.59943300861308,3.019645805000557
2023-03-28,122.96061783380641,54.53645556842831,19.054736999566305,504.07584543334906,66.30973742994173,4.074988525450052
2023-03-29,113.75574713552132,36.68135784368301,24.56780104724294,307.6974458456542,71.05996967271025,1.2477860743159517
2023-03-30,138.72127425763267,69.64674504547907,26.221031606002256,591.4630284021316,73.49446406225735,3.3072316785530234
2023-03-31,97.22149251619493,39.26686805533774,21.804200075075624,426.55076958980436,65.44996821235425,1.4768417713622934
2023-04-01,61.95942459383017,67.70927096540503,25.756118509253277,525.1271230714451,72.34151259041646,1.1458442033024738
2023-04-02,121.3244787222995,55.985865959694735,27.644766539008117,778.7905075419087,68.41318645950052,1.2109758086488696
2023-04-03,126.07850486168974,54.309471795154366,20.03766459127689,499.51765882121737,69.78528369919522,4.336656432833765
2023-04-04,106.12771975694963,50.50754044066034,23.233296311947413,719.9008033322134,74.28859549845566,1.4718899345122463
2023-04-05,127.0967179954561,39.22679246871034,20.871379580845755,394.2703028746256,68.31971504735846,1.1806054576491678
2023-04-06,99.37955963643907,37.061121280220334,25.928544190338393,636.2302490125144,69.65336933939486,2.751599548571649
2023-04-07,102.2732829381994,38.819448362807016,23.775933658811574,788.5034772194717,65.13682414760682,4.375973887768099
2023-04-08,92.75410183585495,37.45753048577018,24.345824175503036,350.9465504364684,65.81598720004838,2.0496335059572077
2023-04-09,52.54191267440952,61.18337894267013,25.97914159615894,304.159971113596,67.58591591134784,2.6868504701036655
2023-04-10,60.78914269933044,44.005010366669204,21.959704726624548,516.7913963163072,65.27852240821075,1.159690130255005
2023-04-11,53.14291856867342,32.313707062535855,27.150900684070432,346.3127415256836,71.31375326048251,2.7963140565395035
2023-04-12,113.64104112637804,68.76410520563246,23.3302886724614,674.1921748381158,69.26398356801623,3.3104523225485347
2023-04-13,81.43559810763267,65.35143539853703,19.57954822835348,757.2743319242795,70.48145202728023,3.283628215008579
2023-04-14,100.85706911647029,67.11009132780852,24.958991181688024,517.0104863543794,66.74647185896329,2.3297067686974606
2023-04-15,140.7566473926093,69.7963129058574,25.932613504382545,429.3558210777205,67.95932029436617,2.262132722652542
2023-04-16,74.92922291488749,36.95580996877949,21.167616770675266,517.2016595033049,71.63824474852726,1.4264944757463915
2023-04-17,91.03829230356297,45.84968075610635,26.57179256998753,661.7239089250005,74.653027236304,2.4671932825850735
